,nodos,aristas,numero nodos,numero aristas,densidad,grado maximo,regular,Euleriano,bipartita,bipartita completa,bipartita completa balanceada,arbol,vertex cover number,matching number,numero ciclos,numero ciclos pares,numero ciclos impares,numero ciclos base,numero ciclos pares base,numero ciclos impares base,singular,espectro adj,energias vertice,randic,mejor randic,energia
0,"[0, 1]","[(0, 1)]",2,1,1.0,1,True,False,True,True,True,True,1,1,0,0,0,0,0,0,False,[ 1. -1.],[1. 1.],1.0,1.0,2.0
1,"[0, 1, 2]","[(0, 1), (0, 2)]",3,2,0.6666666666666666,2,False,False,True,True,False,True,1,1,0,0,0,0,0,0,True,[ 1.41421356 -1.41421356  0.        ],[1.41421356 0.70710678 0.70710678],1.414213562373095,1.414213562373095,2.8284271247461903
2,"[0, 1, 2]","[(0, 1), (0, 2), (1, 2)]",3,3,1.0,2,True,True,False,False,False,False,2,1,1,0,1,1,0,1,False,[-1.  2. -1.],[1.33333333 1.33333333 1.33333333],1.5,1.5,3.9999999999999996
3,"[0, 1, 2, 3]","[(0, 3), (1, 3), (2, 3)]",4,3,0.5,3,False,False,True,True,False,True,1,1,0,0,0,0,0,0,True,[-1.73205081 -0.          1.73205081  0.        ],[0.57735027 0.57735027 0.57735027 1.73205081],1.7320508075688776,1.7320508075688776,3.4641016151377544
4,"[0, 1, 2, 3]","[(0, 1), (0, 3), (1, 2)]",4,3,0.5,2,False,False,True,False,False,True,2,2,0,0,0,0,0,0,False,[-1.61803399  1.61803399 -0.61803399  0.61803399],[1.34164079 1.34164079 0.89442719 0.89442719],1.914213562373095,2.0,4.47213595499958
5,"[0, 1, 2, 3]","[(0, 3), (1, 2), (1, 3), (2, 3)]",4,4,0.6666666666666666,3,False,False,False,False,False,False,2,2,1,0,1,1,0,1,False,[-1.4811943   0.31110782  2.17008649 -1.        ],[0.75828824 1.27023204 1.27023204 1.66363629],1.893846850117352,2.0,4.962388608184032
6,"[0, 1, 2, 3]","[(0, 1), (0, 3), (1, 2), (2, 3)]",4,4,0.6666666666666666,2,True,True,True,True,True,False,2,2,1,1,0,1,1,0,True,[-2.  2. -0. -0.],[1.00000001 1.00000001 1.00000001 1.00000001],2.0,2.0,4.0
7,"[0, 1, 2, 3]","[(0, 1), (0, 2), (0, 3), (1, 2), (2, 3)]",4,5,0.8333333333333334,3,False,False,False,False,False,False,2,2,3,1,2,2,0,2,True,[ 2.56155281 -1.         -1.56155281 -0.        ],[1.59141031 0.9701425  1.59141031 0.9701425 ],1.9663264951887858,2.0,5.12310562561766
8,"[0, 1, 2, 3]","[(0, 1), (0, 2), (0, 3), (1, 2), (1, 3), (2, 3)]",4,6,1.0,3,True,False,False,False,False,False,3,2,7,3,4,3,0,3,False,[-1.  3. -1. -1.],[1.5 1.5 1.5 1.5],1.9999999999999998,2.0,6.0
9,"[0, 1, 2, 3, 4]","[(0, 4), (1, 4), (2, 4), (3, 4)]",5,4,0.4,4,False,False,True,True,False,True,1,1,0,0,0,0,0,0,True,[-2. -0.  2.  0.  0.],[nan nan nan nan nan],2.0,2.0,3.9999999999999996
10,"[0, 1, 2, 3, 4]","[(0, 4), (1, 3), (2, 3), (3, 4)]",5,4,0.4,3,False,False,True,False,False,True,2,2,0,0,0,0,0,0,True,[-1.84775906 -0.76536686  0.76536686  1.84775906  0.        ],[0.92387953 0.65328148 0.65328148 1.6892464  1.30656296],2.270055610029662,2.414213562373095,5.226251859505506
11,"[0, 1, 2, 3, 4]","[(0, 1), (0, 4), (1, 2), (2, 3)]",5,4,0.4,2,False,False,True,False,False,True,2,2,0,0,0,0,0,0,True,[-1.73205081 -1.          1.73205081  1.          0.        ],[1.3660254  1.15470054 1.3660254  0.78867513 0.78867513],2.414213562373095,2.414213562373095,5.464101615137754
12,"[0, 1, 2, 3, 4]","[(0, 4), (1, 4), (2, 3), (2, 4), (3, 4)]",5,5,0.5,4,False,False,False,False,False,False,2,2,1,0,1,1,0,1,True,[-1.8136065   2.34292308  0.47068342  0.         -1.        ],[0.59266769 0.59266769 1.24624684 1.24624684 1.94938394],2.2071067811865475,2.414213562373095,5.62721300529666
13,"[0, 1, 2, 3, 4]","[(0, 1), (0, 2), (0, 4), (1, 2), (2, 3)]",5,5,0.5,3,False,False,False,False,False,False,2,2,1,0,1,1,0,1,True,[ 2.30277564 -1.61803399 -1.30277564  0.61803399 -0.        ],[1.64154574 1.1094004  1.64154574 0.7245637  0.7245637 ],2.304530452640311,2.414213562373095,5.84161925296378
14,"[0, 1, 2, 3, 4]","[(0, 4), (1, 2), (1, 3), (2, 3), (3, 4)]",5,5,0.5,3,False,False,False,False,False,False,3,2,1,0,1,1,0,1,False,[-1.67513087 -0.53918887  1.          2.21431974 -1.        ],[0.9059433  1.29459043 1.29459043 1.61405288 1.31946245],2.431851652578137,2.5,6.428639486755069
15,"[0, 1, 2, 3, 4]","[(0, 1), (1, 3), (1, 4), (2, 3), (2, 4)]",5,5,0.5,3,False,False,True,False,False,False,2,2,1,1,0,1,1,0,True,[-2.13577921  2.13577921 -0.66215345  0.66215345  0.        ],[0.86285621 1.5776697  1.22026295 0.96753822 0.96753822],2.393846850117352,2.414213562373095,5.5958653038636275
16,"[0, 1, 2, 3, 4]","[(0, 1), (0, 4), (1, 2), (2, 3), (3, 4)]",5,5,0.5,2,True,True,False,False,False,False,3,2,1,0,1,1,0,1,False,[-1.61803399  0.61803399  2.         -1.61803399  0.61803399],[1.29442719 1.29442719 1.29442719 1.29442719 1.29442719],2.5,2.5,6.47213595499958
17,"[0, 1, 2, 3, 4]","[(0, 1), (1, 2), (1, 3), (1, 4), (2, 3), (2, 4)]",5,6,0.6,4,False,False,False,False,False,False,2,2,3,1,2,2,0,2,True,[ 2.68554393  0.33490399 -1.74911755 -1.27133037  0.        ],[0.73256622 1.87650707 1.55531547 0.93825354 0.93825354],2.3122784967090864,2.414213562373095,6.04089583608844
18,"[0, 1, 2, 3, 4]","[(0, 1), (1, 3), (1, 4), (2, 3), (2, 4), (3, 4)]",5,6,0.6,3,False,False,False,False,False,False,3,2,3,1,2,2,0,2,False,[ 2.64118648  0.72374212 -1.77571286 -0.58921574 -1.        ],[0.86990415 1.5568399  1.17641421 1.56334947 1.56334947],2.393846850117352,2.5,6.729857197628431
19,"[0, 1, 2, 3, 4]","[(0, 1), (0, 4), (1, 4), (2, 3), (2, 4), (3, 4)]",5,6,0.6,4,False,True,False,False,False,False,3,2,2,0,2,2,0,2,False,[ 2.56155281  1.         -1.         -1.56155281 -1.        ],[1.29570516 1.29570516 1.29570516 1.29570516 1.940285  ],2.414213562373095,2.5,7.123105625617661
20,"[0, 1, 2, 3, 4]","[(0, 1), (0, 3), (0, 4), (1, 2), (2, 3), (3, 4)]",5,6,0.6,3,False,False,False,False,False,False,3,2,3,1,2,2,1,1,True,[ 2.4811943  -2.         -1.17008649  0.          0.68889218],[1.43771692 1.09294783 1.09294783 1.43771692 1.27884348],2.4663264951887856,2.5,6.340172973252067
21,"[0, 1, 2, 3, 4]","[(0, 2), (0, 3), (0, 4), (1, 2), (1, 3), (1, 4)]",5,6,0.6,3,False,False,True,True,False,False,2,2,3,3,0,2,2,0,True,[ 2.44948974 -2.44948974  0.          0.          0.        ],[1.22474487 1.22474487 0.81649658 0.81649658 0.81649658],2.4494897427831783,2.4494897427831783,4.8989794855663575
22,"[0, 1, 2, 3, 4]","[(0, 4), (1, 2), (1, 3), (1, 4), (2, 3), (2, 4), (3, 4)]",5,7,0.7,4,False,False,False,False,False,False,3,2,7,3,4,3,0,3,False,[-1.51413693  0.42800673  3.0861302  -1.         -1.        ],[0.78665494 1.47937515 1.47937515 1.47937515 1.80349348],2.366025403784439,2.5,7.028273858670582
23,"[0, 1, 2, 3, 4]","[(0, 3), (0, 4), (1, 3), (1, 4), (2, 3), (2, 4), (3, 4)]",5,7,0.7,4,False,True,False,False,False,False,2,2,6,3,3,3,0,3,True,[ 3. -2. -0.  0. -1.],[0.8 0.8 0.8 1.8 1.8],2.3713203435596424,2.4494897427831783,6.000000000000002
24,"[0, 1, 2, 3, 4]","[(0, 1), (0, 4), (1, 2), (1, 3), (1, 4), (2, 3), (3, 4)]",5,7,0.7,4,False,False,False,False,False,False,3,2,6,2,4,3,0,3,False,[ 2.93543233  0.61803399 -0.46259842 -1.61803399 -1.47283391],[1.16862296 1.83474733 1.16862296 1.46746969 1.46746969],2.434286964637233,2.5,7.10693264143985
25,"[0, 1, 2, 3, 4]","[(0, 2), (0, 3), (0, 4), (1, 2), (1, 3), (1, 4), (2, 4)]",5,7,0.7,3,False,False,False,False,False,False,3,2,7,3,4,3,1,2,True,[ 2.85577251 -2.17740968  0.          0.32163717 -1.        ],[1.19766805 1.19766805 1.47451509 1.01045309 1.47451509],2.4831632475943928,2.5,6.354819361798571
26,"[0, 1, 2, 3, 4]","[(0, 1), (0, 3), (0, 4), (1, 3), (1, 4), (2, 3), (2, 4), (3, 4)]",5,8,0.8,4,False,False,False,False,False,False,3,2,12,5,7,4,0,4,False,[ 3.32340428  0.35792637 -1.         -1.68133064 -1.        ],[1.4132024  1.4132024  1.05089014 1.74268317 1.74268317],2.4451406528991324,2.5,7.362661287209954
27,"[0, 1, 2, 3, 4]","[(0, 1), (0, 3), (0, 4), (1, 2), (1, 4), (2, 3), (2, 4), (3, 4)]",5,8,0.8,4,False,False,False,False,False,False,3,2,13,5,8,4,0,4,True,[ 3.23606798 -2.         -1.23606798 -0.         -0.        ],[1.17082039 1.17082039 1.17082039 1.17082039 1.78885438],2.488033871712585,2.5,6.47213595499958
28,"[0, 1, 2, 3, 4]","[(0, 1), (0, 3), (0, 4), (1, 2), (1, 3), (1, 4), (2, 3), (2, 4), (3, 4)]",5,9,0.9,4,False,False,False,False,False,False,3,2,22,9,13,5,0,5,True,[ 3.64575131 -0.         -1.64575131 -1.         -1.        ],[1.13389342 1.67457193 1.13389342 1.67457193 1.67457193],2.4820508075688776,2.5,7.29150262212918
29,"[0, 1, 2, 3, 4]","[(0, 1), (0, 2), (0, 3), (0, 4), (1, 2), (1, 3), (1, 4), (2, 3), (2, 4), (3, 4)]",5,10,1.0,4,True,True,False,False,False,False,4,2,37,15,22,6,0,6,False,[-1.  4. -1. -1. -1.],[1.6 1.6 1.6 1.6 1.6],2.5,2.5,8.0
30,"[0, 1, 2, 3, 4, 5]","[(0, 5), (1, 5), (2, 5), (3, 5), (4, 5)]",6,5,0.3333333333333333,5,False,False,True,True,False,True,1,1,0,0,0,0,0,0,True,[-2.23606798  0.          2.23606798  0.          0.          0.        ],"[ 4.47213623e-01 -5.16803860e+07  1.72267959e+07  1.72267959e+07
  1.72267959e+07  2.23606798e+00]",2.23606797749979,2.23606797749979,4.47213595499958
31,"[0, 1, 2, 3, 4, 5]","[(0, 1), (1, 2), (1, 4), (1, 5), (2, 3)]",6,5,0.3333333333333333,4,False,False,True,False,False,True,2,2,0,0,0,0,0,0,True,[-2.07431329  2.07431329 -0.83499962 -0.          0.83499962  0.        ],[0.54217278 1.97024211 1.28279457 0.9390708  0.54217278 0.54217278],2.560660171779821,2.7320508075688776,5.81862582235282
32,"[0, 1, 2, 3, 4, 5]","[(0, 1), (0, 2), (0, 3), (3, 4), (3, 5)]",6,5,0.3333333333333333,3,False,False,True,False,False,True,2,2,0,0,0,0,0,0,True,[-2.  2. -1.  1.  0. -0.],[1.66666667 0.66666667 0.66666667 1.66666667 0.66666667 0.66666667],2.6427344100918364,2.82842712474619,5.999999999999999
33,"[0, 1, 2, 3, 4, 5]","[(0, 1), (1, 2), (1, 3), (2, 4), (3, 5)]",6,5,0.3333333333333333,3,False,False,True,False,False,True,3,3,0,0,0,0,0,0,False,[-1.93185165  1.93185165 -0.51763809  0.51763809 -1.          1.        ],[0.81649658 1.63299316 1.31649658 1.31649658 0.90824829 0.90824829],2.808060412490447,3.0,6.898979485566352
34,"[0, 1, 2, 3, 4, 5]","[(0, 4), (0, 5), (1, 3), (2, 3), (3, 4)]",6,5,0.3333333333333333,3,False,False,True,False,False,True,2,2,0,0,0,0,0,0,True,[-1.90211303 -1.1755705   1.1755705   1.90211303  0.          0.        ],[1.37638192 0.61553671 0.61553671 1.70130162 1.08576491 0.76084521],2.770055610029662,2.82842712474619,6.155367074350508
35,"[0, 1, 2, 3, 4, 5]","[(0, 1), (0, 5), (2, 3), (3, 4), (4, 5)]",6,5,0.3333333333333333,2,False,False,True,False,False,True,3,3,0,0,0,0,0,0,False,[-1.80193774 -1.2469796   1.80193774  1.2469796  -0.44504187  0.44504187],[1.35455395 0.87111924 0.87111924 1.35455395 1.26828602 1.26828602],2.914213562373095,3.0,6.987918414869869
36,"[0, 1, 2, 3, 4, 5]","[(0, 5), (1, 5), (2, 5), (3, 4), (3, 5), (4, 5)]",6,6,0.4,5,False,False,False,False,False,False,2,2,1,0,1,1,0,1,True,[-2.0861302   2.51413693  0.57199327 -0.          0.         -1.        ],[0.5047613  0.50476129 0.5047613  1.23064305 1.23064305 2.19669043],2.4740963185335496,2.7320508075688776,6.172260395302988
37,"[0, 1, 2, 3, 4, 5]","[(0, 3), (0, 4), (1, 4), (2, 4), (3, 4), (3, 5)]",6,6,0.4,4,False,False,False,False,False,False,2,2,1,0,1,1,0,1,True,[ 2.44578704 -1.87227621 -1.37032595  0.79681512 -0.         -0.        ],[1.04844966 0.57932248 0.57932248 1.62777214 1.93493555 0.71540201],2.6278270848415755,2.82842712474619,6.485204316658384
38,"[0, 1, 2, 3, 4, 5]","[(0, 4), (1, 5), (2, 3), (3, 4), (3, 5), (4, 5)]",6,6,0.4,3,False,False,False,False,False,False,3,3,1,0,1,1,0,1,False,[ 2.41421356 -1.61803399 -0.41421356  0.61803399  0.61803399 -1.61803399],[0.83198705 0.83198705 0.83198705 1.60153397 1.60153397 1.60153397],2.732050807568878,3.0,7.300563079745773
39,"[0, 1, 2, 3, 4, 5]","[(0, 4), (0, 5), (1, 2), (1, 4), (2, 4), (3, 4)]",6,6,0.4,4,False,False,False,False,False,False,3,3,1,0,1,1,0,1,False,[ 2.37987812 -1.92022087  1.          0.29136689 -0.75102414 -1.        ],[1.29251191 1.25103166 1.25103166 0.71185932 1.91113945 0.92491603],2.767766952966369,3.0,7.3424900272395615
40,"[0, 1, 2, 3, 4, 5]","[(0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3)]",6,6,0.4,4,False,False,True,False,False,False,2,2,1,1,0,1,1,0,True,[ 2.28824561 -2.28824561  0.87403205 -0.87403205 -0.          0.        ],[1.8973666  1.26491106 0.9486833  0.9486833  0.63245553 0.63245553],2.7071067811865475,2.82842712474619,6.324555320336759
41,"[0, 1, 2, 3, 4, 5]","[(0, 2), (1, 2), (1, 3), (1, 4), (2, 4), (3, 5)]",6,6,0.4,3,False,False,False,False,False,False,3,3,1,0,1,1,0,1,False,[ 2.33420053  1.09958466  0.27420502 -1.73967731 -1.37378967 -0.59452322],[0.76541304 1.57326974 1.64521262 1.3261252  1.21252361 0.8934362 ],2.842535255101096,3.0,7.415980409830338
42,"[0, 1, 2, 3, 4, 5]","[(0, 2), (0, 3), (0, 4), (1, 2), (1, 3), (3, 5)]",6,6,0.4,3,False,False,True,False,False,False,3,3,1,1,0,1,1,0,False,[-2.2469796   2.2469796  -0.80193774 -0.55495813  0.80193774  0.55495813],[1.56022038 1.17253585 1.17253585 1.56022038 0.87111924 0.87111924],2.804530452640311,3.0,7.207750943219354
43,"[0, 1, 2, 3, 4, 5]","[(0, 2), (1, 3), (2, 4), (2, 5), (3, 4), (3, 5)]",6,6,0.4,3,False,False,True,False,False,False,2,2,1,1,0,1,1,0,True,[ 2.23606798 -2.23606798 -1.         -0.          1.          0.        ],[0.7236068  0.7236068  1.61803399 1.61803399 0.89442719 0.89442719],2.787693700234704,2.82842712474619,6.4721359549995805
44,"[0, 1, 2, 3, 4, 5]","[(0, 1), (0, 2), (0, 3), (3, 4), (3, 5), (4, 5)]",6,6,0.4,3,False,False,False,False,False,False,3,2,1,0,1,1,0,1,True,[ 2.27841361  1.31743061 -1.89121985 -0.70462437  0.         -1.        ],[1.67348371 0.66012794 0.66012794 1.59075469 1.30359707 1.30359707],2.804530452640311,2.914213562373095,7.191688434954841
45,"[0, 1, 2, 3, 4, 5]","[(0, 4), (0, 5), (1, 2), (1, 3), (2, 3), (3, 4)]",6,6,0.4,3,False,False,False,False,False,False,3,3,1,0,1,1,0,1,False,[ 2.22832822  1.36040934 -1.7746229   0.18588535 -1.         -1.        ],[1.36930667 1.27975138 1.27975138 1.62531328 1.17034249 0.8247806 ],2.931851652578137,3.0,7.549245799008979
46,"[0, 1, 2, 3, 4, 5]","[(0, 4), (0, 5), (1, 3), (1, 4), (2, 3), (2, 4)]",6,6,0.4,3,False,False,True,False,False,False,3,3,1,1,0,1,1,0,True,[-2.17532775 -1.1260325   2.17532775  1.1260325   0.         -0.        ],[1.34777468 0.97679279 0.97679279 1.10045342 1.40335886 0.79754797],2.931851652578137,3.0,6.602720495543138
47,"[0, 1, 2, 3, 4, 5]","[(0, 1), (0, 4), (1, 2), (1, 5), (2, 3), (3, 4)]",6,6,0.4,3,False,False,False,False,False,False,3,3,1,0,1,1,0,1,False,[ 2.11490754 -1.86080585 -1.61803399 -0.25410169  0.61803399  1.        ],[1.22703217 1.65682673 1.22703217 1.29817902 1.29817902 0.75863396],2.893846850117352,3.0,7.465883060453303
48,"[0, 1, 2, 3, 4, 5]","[(0, 1), (0, 5), (1, 2), (2, 3), (3, 4), (4, 5)]",6,6,0.4,2,True,True,True,False,False,False,3,3,1,1,0,1,1,0,False,[-2. -1.  2. -1.  1.  1.],[1.33333333 1.33333333 1.33333333 1.33333333 1.33333333 1.33333333],3.0,3.0,7.999999999999998
49,"[0, 1, 2, 3, 4, 5]","[(0, 4), (1, 3), (1, 4), (2, 3), (2, 4), (3, 4), (4, 5)]",6,7,0.4666666666666667,5,False,False,False,False,False,False,2,2,3,1,2,2,0,2,True,[ 2.8136065   0.52931658 -2.         -1.34292308 -0.          0.        ],[0.57687963 0.92201449 0.92201449 1.54940995 2.13864799 0.57687963],2.601578193708479,2.82842712474619,6.6858461655543415
50,"[0, 1, 2, 3, 4, 5]","[(0, 1), (1, 2), (1, 4), (1, 5), (2, 3), (2, 4), (2, 5)]",6,7,0.4666666666666667,4,False,False,False,False,False,False,2,2,3,1,2,2,0,2,True,[ 2.79128785 -1.79128785 -1.61803399  0.61803399 -0.         -0.        ],[0.66543149 1.87101879 1.87101879 0.66543149 0.87287156 0.87287156],2.664213562373095,2.82842712474619,6.81864367245563
51,"[0, 1, 2, 3, 4, 5]","[(0, 2), (0, 3), (0, 4), (1, 2), (1, 3), (2, 3), (3, 5)]",6,7,0.4666666666666667,4,False,False,False,False,False,False,3,3,3,1,2,2,0,2,False,[ 2.75371482 -1.89420347 -1.32926463 -0.60927972  0.77267479  0.30635819],[1.54174863 1.12915155 1.51649045 1.86115673 0.87767424 0.73927402],2.749835552769722,3.0,7.665495618935064
52,"[0, 1, 2, 3, 4, 5]","[(0, 4), (1, 2), (1, 3), (1, 4), (2, 3), (2, 4), (4, 5)]",6,7,0.4666666666666667,4,False,False,False,False,False,False,3,2,3,1,2,2,0,2,True,[ 2.73205081 -2.          1.         -0.         -0.73205081 -1.        ],[0.63689454 1.54757814 1.54757814 1.2142448  1.88091147 0.63689454],2.7271801834506855,2.914213562373095,7.464101615137753
53,"[0, 1, 2, 3, 4, 5]","[(0, 1), (1, 4), (1, 5), (2, 3), (2, 4), (2, 5), (4, 5)]",6,7,0.4666666666666667,3,False,False,False,False,False,False,3,3,3,1,2,2,0,2,False,[ 2.70927536 -1.90321193 -1.          0.19393657  1.         -1.        ],[0.80013343 1.58714801 1.58714801 0.80013343 1.51593048 1.51593048],2.821367205045919,3.0,7.806423851823104
54,"[0, 1, 2, 3, 4, 5]","[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (2, 3), (4, 5)]",6,7,0.4666666666666667,5,False,False,False,False,False,False,3,3,2,0,2,2,0,2,False,[ 2.70927536 -1.90321193  0.19393657  1.         -1.         -1.        ],[2.17429602 0.60026686 1.25796524 1.25796524 1.25796524 1.25796524],2.71212465956731,3.0,7.806423851823107
55,"[0, 1, 2, 3, 4, 5]","[(0, 1), (0, 4), (1, 2), (1, 4), (1, 5), (2, 3), (3, 4)]",6,7,0.4666666666666667,4,False,False,False,False,False,False,3,3,3,1,2,2,1,1,False,[ 2.5990724  -2.14198709 -1.30529766 -0.38475265  0.76610878  0.46685622],[1.21558396 1.84702301 1.12862796 1.20121571 1.49500961 0.77661456],2.8122784967090864,3.0,7.664074803029537
56,"[0, 1, 2, 3, 4, 5]","[(0, 1), (0, 2), (0, 3), (0, 4), (1, 4), (2, 3), (3, 5)]",6,7,0.4666666666666667,4,False,False,False,False,False,False,3,3,2,0,2,2,0,2,False,[ 2.62865128 -1.67828035 -1.31977475  0.13966581  1.22973801 -1.        ],[1.90551907 1.2840335  1.15503809 1.64893245 1.2840335  0.71855359],2.834933866028123,3.0,7.996110202208088
57,"[0, 1, 2, 3, 4, 5]","[(0, 4), (0, 5), (1, 3), (1, 4), (2, 3), (2, 4), (3, 4)]",6,7,0.4666666666666667,4,False,False,False,False,False,False,3,3,3,1,2,2,0,2,True,[ 2.70558673  1.05608239 -1.85133462 -1.35036442 -0.55997008 -0.        ],[1.30398606 0.94901255 0.94901255 1.56756762 1.83912799 0.91463146],2.872938668488908,3.0,7.523338239663347
58,"[0, 1, 2, 3, 4, 5]","[(0, 2), (1, 2), (1, 4), (2, 3), (2, 5), (3, 4), (4, 5)]",6,7,0.4666666666666667,4,False,False,True,False,False,False,2,2,3,3,0,2,2,0,True,[-2.55761241  2.55761241 -0.67721395  0.67721395 -0.          0.        ],[0.84457417 0.79675073 1.77198098 0.79675073 1.46284538 0.79675073],2.7854050431714104,2.82842712474619,6.469652731063006
59,"[0, 1, 2, 3, 4, 5]","[(0, 1), (0, 3), (0, 4), (1, 2), (1, 5), (2, 3), (3, 4)]",6,7,0.4666666666666667,3,False,False,False,False,False,False,3,3,3,1,2,2,1,1,False,[ 2.53948374 -2.13639304 -1.20607577 -0.54063225  0.2611437   1.08247361],[1.47565257 1.58275179 1.06269242 1.54156823 1.26722292 0.83631416],2.8770100977117448,3.0,7.766202102101373
60,"[0, 1, 2, 3, 4, 5]","[(0, 4), (0, 5), (1, 2), (1, 3), (1, 4), (2, 3), (2, 4)]",6,7,0.4666666666666667,3,False,False,False,False,False,False,3,3,3,1,2,2,0,2,True,[ 2.65544238  1.21075588 -1.86619826 -1.          0.         -1.        ],[1.35105953 1.57133984 1.57133984 1.06355617 1.37981413 0.79528703],2.931851652578137,3.0,7.732396525018044
61,"[0, 1, 2, 3, 4, 5]","[(0, 1), (0, 2), (0, 4), (1, 2), (1, 5), (2, 3), (3, 4)]",6,7,0.4666666666666667,3,False,False,False,False,False,False,3,3,3,1,2,2,1,1,True,[ 2.56155281  0.         -2.         -1.56155281  1.         -0.        ],[1.3488747  1.64457984 1.34887469 1.05316954 1.05316953 0.67443735],2.893846850117352,3.0,7.12310562561766
62,"[0, 1, 2, 3, 4, 5]","[(0, 2), (1, 2), (1, 3), (1, 4), (2, 5), (3, 5), (4, 5)]",6,7,0.4666666666666667,3,False,False,True,False,False,False,3,3,3,3,0,2,2,0,True,[-2.5243378   2.5243378  -0.79228699  0.79228699 -0.         -0.        ],[0.90453403 1.20604538 1.50755672 0.90453403 0.90453403 1.20604538],2.877010097711745,3.0,6.633249580710801
63,"[0, 1, 2, 3, 4, 5]","[(0, 2), (0, 5), (1, 3), (1, 4), (2, 3), (3, 4), (3, 5)]",6,7,0.4666666666666667,4,False,True,False,False,False,False,3,3,2,1,1,2,1,1,True,[ 2.5035045   1.26437659 -2.19116858 -0.57671252 -1.         -0.        ],[1.23898318 1.28010527 0.95481322 1.82694204 1.28010527 0.95481322],2.914213562373095,3.0,7.535762184188808
64,"[0, 1, 2, 3, 4, 5]","[(0, 2), (0, 5), (1, 2), (1, 3), (2, 3), (3, 4), (4, 5)]",6,7,0.4666666666666667,3,False,False,False,False,False,False,3,3,3,1,2,2,0,2,False,[ 2.43828324  1.13856427  0.61803399 -0.82024925 -1.75659825 -1.61803399],[1.27549559 1.27012996 1.61480517 1.61480517 1.27549559 1.33903151],2.966326495188786,3.0,8.389762986525927
65,"[0, 1, 2, 3, 4, 5]","[(0, 1), (0, 3), (0, 5), (1, 2), (2, 3), (3, 4), (4, 5)]",6,7,0.4666666666666667,3,False,False,True,False,False,False,3,3,3,3,0,2,2,0,False,[-2.41421356  2.41421356 -0.41421356  0.41421356 -1.          1.        ],[1.41421356 1.20710678 1.20710678 1.41421356 1.20710678 1.20710678],2.9663264951887856,3.0,7.656854249492378
66,"[0, 1, 2, 3, 4, 5]","[(0, 1), (0, 4), (0, 5), (1, 2), (2, 3), (3, 4), (3, 5)]",6,7,0.4666666666666667,3,False,False,False,False,False,False,3,3,3,1,2,2,1,1,True,[ 2.39138238 -2.16424794 -1.61803399  0.61803399  0.77286556 -0.        ],[1.55489618 1.28145075 1.28145075 1.55489618 0.945935   0.945935  ],2.9494897427831783,3.0,7.564563854420212
67,"[0, 1, 2, 3, 4, 5]","[(0, 1), (0, 2), (0, 3), (1, 2), (3, 4), (3, 5), (4, 5)]",6,7,0.4666666666666667,3,False,False,False,False,False,False,4,3,2,0,2,2,0,2,False,[-1.73205081 -0.41421356  2.41421356  1.73205081 -1.         -1.        ],[1.57313218 1.28656609 1.28656609 1.57313218 1.28656609 1.28656609],2.9663264951887856,3.0,8.292528739883943
68,"[0, 1, 2, 3, 4, 5]","[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (2, 3)]",6,8,0.5333333333333333,5,False,False,False,False,False,False,3,2,7,3,4,3,0,3,True,[ 3.17740968 -1.85577251  0.67836283 -1.         -1.          0.        ],[2.08218069 1.47338736 1.47338736 1.47338736 0.60460111 0.60460111],2.6690238602413996,2.914213562373095,7.7115450132719765
69,"[0, 1, 2, 3, 4, 5]","[(0, 1), (0, 2), (0, 3), (0, 4), (1, 2), (1, 3), (2, 3), (3, 5)]",6,8,0.5333333333333333,4,False,False,False,False,False,False,3,3,7,3,4,3,0,3,False,[ 3.16424794 -1.61803399 -1.39138238  0.61803399  0.22713444 -1.        ],[1.79869993 1.43917567 1.43917567 1.79869993 0.77154077 0.77154077],2.738033871712585,3.0,8.018832738761592
70,"[0, 1, 2, 3, 4, 5]","[(0, 1), (0, 2), (1, 2), (1, 3), (1, 4), (2, 3), (2, 4), (2, 5)]",6,8,0.5333333333333333,5,False,False,False,False,False,False,2,2,6,3,3,3,0,3,True,[ 3.10200899 -2.12346728 -1.32283399  0.34429228 -0.         -0.        ],[0.77996592 1.77805719 2.05897748 0.77996592 0.77996592 0.7156701 ],2.680163863080272,2.82842712474619,6.892602538996461
71,"[0, 1, 2, 3, 4, 5]","[(0, 1), (0, 4), (1, 2), (1, 3), (1, 4), (1, 5), (2, 3), (3, 4)]",6,8,0.5333333333333333,5,False,False,False,False,False,False,3,3,6,2,4,3,0,3,False,[ 3.04373793 -1.82405105 -1.61803399 -0.54823027  0.61803399  0.3285434 ],[1.14352422 2.08893187 1.14352422 1.45416985 1.45416985 0.69631062],2.7458968212890156,3.0,7.980630624037817
72,"[0, 1, 2, 3, 4, 5]","[(0, 1), (0, 4), (1, 2), (1, 3), (1, 4), (2, 3), (3, 4), (4, 5)]",6,8,0.5333333333333333,4,False,False,False,False,False,False,3,3,6,2,4,3,0,3,False,[ 3.01432565  0.84813601  0.19669049 -1.85634338 -1.4779844  -0.72482438],[1.06551221 1.81620827 1.20236264 1.45595406 1.81967774 0.7585894 ],2.7962587314333103,3.0,8.118304317665228
